model,removed_rank,trial,random_cross_reliance,random_cross_auc_change
dinov2_g,32,4,0.020948340256073193,-0.005221619897959329
dinov2_g,56,4,0.030431592279644655,-0.017778510551948012
dinov2_g,1,5,0.002236092779818561,-6.522495361782621e-05
dinov2_g,2,5,0.00479325139219161,-0.0015117694805195647
dinov2_g,4,5,0.007456800966361856,-0.0018570993738404873
dinov2_g,8,5,0.01009981544651651,-0.0040533685064936265
dinov2_g,16,5,0.015049891533581793,-0.005663337778293198
dinov2_g,32,5,0.022621929357359988,-0.011035699791280273
dinov2_g,56,5,0.03157024934079947,-0.016240651089981628
dinov2_g,1,6,0.0026426845212137915,-0.0011356389146568446
dinov2_g,2,6,0.004254655949230528,-0.0016128681586270455
dinov2_g,4,6,0.007508831849912204,-0.0003311978200372101
dinov2_g,8,6,0.01061062812979411,-0.0014784322820038387
dinov2_g,16,6,0.015246743700249862,-0.0026792961502783985
dinov2_g,32,6,0.021702627769675496,-0.008041512059369205
dinov2_g,56,6,0.030811269013737937,-0.018245231331168843
dinov2_g,1,7,0.00288218820825619,-7.826994434156909e-05
dinov2_g,2,7,0.0043726316377633466,8.841604823728311e-05
dinov2_g,4,7,0.007046436690268542,8.044410946184133e-05
dinov2_g,8,7,0.010209013208318093,-0.00011885435992586846
dinov2_g,16,7,0.014924892457115181,-0.0026546556122449827
dinov2_g,32,7,0.02094236232804526,-0.0029217155612246692
dinov2_g,56,7,0.030236793662922635,-0.006733751739332106
dinov2_g,1,8,0.002365708867702639,-0.00029532409554744454
dinov2_g,2,8,0.004217977447770021,-0.0016690340909091272
dinov2_g,4,8,0.006832721536321973,8.479243970305195e-05
dinov2_g,8,8,0.009588875686874289,-0.0037689152365494305
dinov2_g,16,8,0.014347113013092773,-0.004455589053803499
dinov2_g,32,8,0.02085666864227675,-0.0038819718228201294
dinov2_g,56,8,0.029865206746451826,-0.006185499768089242
dinov2_g,1,9,0.002828535405063158,-0.0005417294758813807
dinov2_g,2,9,0.004215823759593909,-0.00095482084879428
dinov2_g,4,9,0.006418839185274324,-0.0025829081632655626
dinov2_g,8,9,0.009482954397325672,-0.0019324704313544716
dinov2_g,16,9,0.013610261271015044,-0.004307383464749681
dinov2_g,32,9,0.020112394472557783,-0.008568747101113328
dinov2_g,56,9,0.028959644616824605,-0.012995347286641978
dinov2_g,1,10,0.0030363833505687677,-0.00027865549628924846
dinov2_g,2,10,0.004599668917614359,-0.0003946109693878652
dinov2_g,4,10,0.007098081465139594,-0.0003779423701298912
dinov2_g,8,10,0.010184605768345234,-0.0011773104128016687
dinov2_g,16,10,0.01424608298921399,-0.001211009972170829
dinov2_g,32,10,0.02125701906031183,-0.004784975069573316
dinov2_g,56,10,0.031191044312840154,-0.009930861549165115
dinov2_g,1,11,0.002382030781248077,0.0005073051948051299
dinov2_g,2,11,0.004084014995216849,-0.00014494434137291012
dinov2_g,4,11,0.006530489638580905,0.00012573921614078554
dinov2_g,8,11,0.009955803511027995,-0.001417555658627223
dinov2_g,16,11,0.013957627833670789,-0.00472663497217074
dinov2_g,32,11,0.020929979596484374,-0.01013378362708739
dinov2_g,56,11,0.03004109958383053,-0.015584053223562155
dinov2_g,1,12,0.002587758203665947,-2.645234230069793e-05
dinov2_g,2,12,0.004363113790615251,-0.0008693036873841375
dinov2_g,4,12,0.00745395142570758,-0.0033213995825605025
dinov2_g,8,12,0.010395652858970822,-0.004399785482374963
dinov2_g,16,12,0.01480880831212515,-0.003609838821892364
dinov2_g,32,12,0.022170525685317594,-0.011411830357142883
dinov2_g,56,12,0.03208879322220579,-0.01944826936456412
dinov2_g,1,13,0.0026864124648208958,-0.00021596706864568382
dinov2_g,2,13,0.004571631834878093,-0.00014675614564008121
dinov2_g,4,13,0.006942449452521549,0.0005199878246754386
dinov2_g,8,13,0.010053333818967511,-0.0025992144016698804
dinov2_g,16,13,0.014441980690470249,-0.0038018900742116113
dinov2_g,32,13,0.02152804782253339,-0.004085980983302484
dinov2_g,56,13,0.030159625153294463,-0.015822124304267327
dinov2_g,1,14,0.002648560377928819,-0.0007957444341373243
dinov2_g,2,14,0.004140204696481138,-0.0014519799397032518
dinov2_g,4,14,0.006780751677790724,-0.0035710662105752355
dinov2_g,8,14,0.00941572121227773,-0.0040084357606680054
dinov2_g,16,14,0.01385425854941113,-0.0011809340213358999
dinov2_g,32,14,0.020998715361947765,-0.006401829197588249
dinov2_g,56,14,0.03052163706627449,-0.004722649002782964
dinov2_g,1,15,0.002795197689142663,-8.841604823761617e-05
dinov2_g,2,15,0.004487339696038362,-0.0011903554035253006
dinov2_g,4,15,0.006501564511003047,-0.0006413787105752355
dinov2_g,8,15,0.0096018846459139,-0.004434572124304315
dinov2_g,16,15,0.014821117524920989,-0.005158569109462108
dinov2_g,32,15,0.022050181803555318,-0.005001304499072545
dinov2_g,56,15,0.030870676739051403,-0.012847504058441594
dinov2_g,1,16,0.002510764475959167,-0.0007754522263452301
dinov2_g,2,16,0.004327418709374195,-0.0007892219387756194
dinov2_g,4,16,0.006308606504920097,-0.0019389929267161765
dinov2_g,8,16,0.009813070200764683,-0.0034612708719854446
dinov2_g,16,16,0.014042666320423777,-0.005267277365491707
dinov2_g,32,16,0.020970204876031805,-0.012946790932282126
dinov2_g,56,16,0.030170241972957416,-0.025459111201298734
dinov2_g,1,17,0.00302690003202102,0.0004754174397029187
dinov2_g,2,17,0.004675554052010481,0.00024386885435978556
dinov2_g,4,17,0.006966969653484231,0.00010073631725404653
dinov2_g,8,17,0.010029320335259833,0.0007066036641929507
dinov2_g,16,17,0.014938139206500422,0.0004645466141001142
dinov2_g,32,17,0.021957830796475192,-0.0075371057513915485
dinov2_g,56,17,0.030962842531259888,-0.01983744492115047
dinov2_g,1,18,0.003041575320331783,-0.0007779887523190476
dinov2_g,2,18,0.004591008704267948,-0.0016690340909092383
dinov2_g,4,18,0.0072557391622476795,-0.0013936398423006757
dinov2_g,8,18,0.010181292356973147,-0.0017755681818182323
dinov2_g,16,18,0.014034564375719821,-0.00366636711502788
dinov2_g,32,18,0.02132973138987902,-0.006463430542671733
dinov2_g,56,18,0.03064762385440181,-0.010287062268089064
dinov2_g,1,19,0.0026156483096195712,0.0005750666743969957
dinov2_g,2,19,0.00434821899777505,-0.0001558151669760477
dinov2_g,4,19,0.00636928206039019,-4.0584415584410394e-05
dinov2_g,8,19,0.009339044110026654,-6.522495361793723e-05
dinov2_g,16,19,0.01483990422125879,0.00019168889146570223
dinov2_g,32,19,0.021684164326547028,-0.005046961966604924
dinov2_g,56,19,0.03213826433173876,-0.00962140538033407
