trial,fixed_points,raw_mean_alignment_to_fit_direction,raw_median_alignment_to_fit_direction,raw_positive_fraction_to_fit_direction,raw_resultant_length,projected_mean_alignment_to_fit_direction,projected_median_alignment_to_fit_direction,projected_positive_fraction_to_fit_direction,projected_resultant_length
166,0,0.45009300289725523,0.4817393246031798,1.0,0.46638089418411255,0.025805572476643446,0.08854322106677354,0.5555555555555556,0.09895247220993042
167,0,0.4272222041891436,0.4988641187053874,0.9722222222222222,0.44474828243255615,0.016749521293804213,0.063547314271757,0.5555555555555556,0.09859207272529602
168,0,0.4541627377032852,0.5030229053879776,0.9722222222222222,0.4720119535923004,0.01456992426055892,0.0179251361765399,0.5277777777777778,0.11156651377677917
169,0,0.42306682027404297,0.4867775257775727,1.0,0.43749114871025085,0.026378567532319576,0.04810807293384865,0.5555555555555556,0.09700905531644821
170,0,0.4418215283103548,0.45072850121819547,0.9722222222222222,0.45971015095710754,0.021609474579328745,-0.0040738561564772,0.5,0.09204132109880447
171,0,0.4395246307539199,0.45228987780877045,1.0,0.4537865221500397,0.03804433498135155,0.03451964517006193,0.5,0.09070703387260437
172,0,0.4314549522251275,0.4296798519897151,1.0,0.44730886816978455,0.017087938833224636,0.05442151317976562,0.6944444444444444,0.10154076665639877
173,0,0.4273962524284024,0.48916485075680805,0.9722222222222222,0.44139420986175537,0.0325426971004077,0.021919533538002182,0.5555555555555556,0.08751607686281204
174,0,0.4509508648466092,0.4850587012964421,1.0,0.4660705626010895,0.027899150976204417,0.01938964251525105,0.5277777777777778,0.09015777707099915
175,0,0.44098317353022104,0.4720902665919119,0.9722222222222222,0.458035945892334,0.018086039122238343,0.051738465392532296,0.6111111111111112,0.10694431513547897
176,0,0.45133965053130926,0.4667240196319985,0.9722222222222222,0.46661514043807983,0.03681488392395931,0.029960358052496232,0.5277777777777778,0.10533485561609268
177,0,0.4455394974894329,0.4466803431970019,1.0,0.4606485366821289,0.014193084969838447,0.05859998085393993,0.6388888888888888,0.09935227781534195
178,0,0.44847316367981027,0.49269373650849557,1.0,0.4654707908630371,0.016040926562128004,0.07322531505589536,0.6111111111111112,0.10781672596931458
179,0,0.4375691395181677,0.40450779228459777,1.0,0.4544719159603119,0.03022032975755866,0.03198278045711824,0.5833333333333334,0.0946168601512909
180,0,0.42196217243043,0.4769511497195291,0.9444444444444444,0.43829476833343506,0.017179663789168114,0.03914623351936045,0.5555555555555556,0.08928000181913376
