split_index,fold,score_auc,script_auc,random_auc,script_auc_gain,random_auc_gain,score_aurc,script_aurc,random_aurc,script_aurc_improvement,random_aurc_improvement
5,A_to_B,0.9657326163108236,0.9657061664771095,0.9657739151739914,-2.6449833714137228e-05,4.129886316772691e-05,0.07156345402500795,0.07156742117350862,0.07154724214076005,-3.967148500663709e-06,1.621188424789921e-05
5,B_to_A,0.9662664417986314,0.9662712316602188,0.9661529220790107,4.789861587362054e-06,-0.00011351971962070273,0.06341189274890383,0.06340958701655929,0.06341832347092065,2.3057323445402345e-06,-6.430722016823043e-06
6,A_to_B,0.9658746641060569,0.9658644291105603,0.9658206977661656,-1.0234995496682942e-05,-5.3966339891298176e-05,0.07176375354866889,0.0717670001221908,0.07177279951677895,-3.2465735219089353e-06,-9.04596811006353e-06
6,B_to_A,0.9657585529485896,0.9656663516068053,0.9655296712257683,-9.220134178433703e-05,-0.0002288817228213169,0.07089043052374829,0.07092105441188998,0.07093407826467271,-3.062388814169259e-05,-4.36477409244268e-05
7,A_to_B,0.9677537855764369,0.9676698776786573,0.9677389482042686,-8.390789777956709e-05,-1.4837372168230445e-05,0.051026549486222116,0.05104874029807983,0.05101020133916253,-2.2190811857711323e-05,1.6348147059586093e-05
7,B_to_A,0.9633004669118607,0.9632674265939778,0.9632922068323899,-3.304031788287087e-05,-8.260079470745474e-06,0.09440562652690047,0.09441730117237762,0.09440684480038955,-1.1674645477147139e-05,-1.2182734890758828e-06
8,A_to_B,0.9661521625824255,0.9660583018121185,0.9660704128792548,-9.386077030704154e-05,-8.174970317076369e-05,0.0943266528398489,0.0943553572844822,0.09433994121631581,-2.870444463330679e-05,-1.3288376466913387e-05
8,B_to_A,0.9625076897550766,0.9625046266161249,0.9625495526540823,-3.0631389517088436e-06,4.186289900565132e-05,0.054143442301862146,0.05414327221960666,0.05411936439531048,1.7008225548786893e-07,2.407790655166442e-05
9,A_to_B,0.9662203745135876,0.9662006081625415,0.9662128953537322,-1.976635104605773e-05,-7.479159855328099e-06,0.045629594546972,0.0456328352054984,0.045614598623753035,-3.240658526401652e-06,1.499592321896337e-05
9,B_to_A,0.9641209700701318,0.9640314615977136,0.9639949017991203,-8.950847241817605e-05,-0.00012606827101147022,0.1132728839192786,0.11330371362870537,0.11330978262842731,-3.082970942676344e-05,-3.689870914870552e-05
10,A_to_B,0.9643535768499942,0.9643583537679267,0.9643700306784285,4.7769179324363975e-06,1.6453828434292994e-05,0.04741865019888849,0.04741777684898077,0.047407892359407906,8.733499077193119e-07,1.0757839480582398e-05
10,B_to_A,0.9661721165539761,0.9661708223342633,0.9661876471905294,-1.2942197127330246e-06,1.5530636553351407e-05,0.09643010700382403,0.09643254089303924,0.09643412856093304,-2.433889215211482e-06,-4.021557109018525e-06
11,A_to_B,0.9671965230136754,0.9671852557281898,0.9670833602768422,-1.1267285485616618e-05,-0.00011316273683326106,0.05860792191173739,0.058611292272406315,0.058625906273388845,-3.3703606689278187e-06,-1.7984361651457448e-05
11,B_to_A,0.9652089653409786,0.9651725172517251,0.965119178584525,-3.64480892534047e-05,-8.978675645354706e-05,0.08470052870191745,0.08470990817121583,0.0847178485891381,-9.379469298381737e-06,-1.7319887220645924e-05
12,A_to_B,0.9671075746709263,0.9671121023768646,0.9668128210143511,4.527705938284221e-06,-0.0002947536565752751,0.07758354917704327,0.07758289650333997,0.07765732102533471,6.526737033052399e-07,-7.377184829143735e-05
12,B_to_A,0.9642344509448718,0.9642349459012661,0.964250784505885,4.949563943146273e-07,1.633356101315986e-05,0.058157802282427215,0.05815733749026847,0.05815217588167109,4.647921587469517e-07,5.626400756124361e-06
13,A_to_B,0.9647518874840516,0.9646851610770985,0.9647572614228667,-6.672640695315479e-05,5.373938815056434e-06,0.08165788357149233,0.0816759253494759,0.0816513226217108,-1.8041777983576757e-05,6.560949781519998e-06
13,B_to_A,0.9675726617187236,0.9675786326878717,0.9672651568076013,5.9709691481169e-06,-0.0003075049111223027,0.05634420692525239,0.05634217946886045,0.056413099727605616,2.027456391939797e-06,-6.889280235322648e-05
14,A_to_B,0.9661682110361315,0.9661686658867494,0.9660663244977085,4.548506179480327e-07,-0.00010188653842302386,0.07637159682793507,0.07637126336791919,0.07639184503475391,3.334600158777512e-07,-2.024820681884032e-05
14,B_to_A,0.96570263147696,0.9654996512033484,0.9657108669534551,-0.0002029802736116526,8.235476495088712e-06,0.06190099102500154,0.0619575144522572,0.06189478452502299,-5.652342725566417e-05,6.2064999785463315e-06
15,A_to_B,0.9626769920480363,0.9626343077193552,0.962689670561506,-4.268432868104188e-05,1.2678513469754904e-05,0.10917926917476936,0.10919592198885872,0.10915674807455547,-1.665281408935737e-05,2.252110021389031e-05
15,B_to_A,0.9645080249801664,0.9644978539026424,0.9644159202225885,-1.017107752399049e-05,-9.210475757792658e-05,0.040650390056214514,0.04065313136558635,0.04063846194167156,-2.741309371834255e-06,1.1928114542952839e-05
16,A_to_B,0.9673772443039265,0.966851184715321,0.9673304638371545,-0.0005260595886054098,-4.6780466771978446e-05,0.08567003676928273,0.08584611951782332,0.08567550165685982,-0.00017608274854059858,-5.464887577091848e-06
16,B_to_A,0.964074716881814,0.9639535490022272,0.9640404521945539,-0.0001211678795868254,-3.4264687260088245e-05,0.05808245727918752,0.058111857082427616,0.05807293443434417,-2.9399803240098832e-05,9.522844843345979e-06
17,A_to_B,0.9666375024586105,0.9666876920259629,0.9663467646945784,5.0189567352476594e-05,-0.0002907377640321007,0.07743387059681656,0.07741686378134921,0.07752931499761942,1.7006815467346392e-05,-9.54444008028632e-05
17,B_to_A,0.9640640551305606,0.9639748094313303,0.9641251690332944,-8.924569923030035e-05,6.111390273377815e-05,0.0625852120176499,0.06261354530169327,0.06255201427567442,-2.8333284043377538e-05,3.3197741975479755e-05
18,A_to_B,0.965693983368751,0.965650923339864,0.9656138184213553,-4.306002888698757e-05,-8.016494739571112e-05,0.07461047103767335,0.07462176571109061,0.07461803876866314,-1.1294673417261425e-05,-7.567730989796462e-06
18,B_to_A,0.9661642348268875,0.9660926247418651,0.9661952013501405,-7.161008502243327e-05,3.096652325296212e-05,0.06170328217863085,0.061724174580842325,0.06168729358503157,-2.089240221147398e-05,1.598859359928234e-05
19,A_to_B,0.9671172513148585,0.9671172513148586,0.9665589501848095,1.1102230246251565e-16,-0.0005583011300489549,0.0656749150268122,0.06567724570351936,0.06579727688048469,-2.330676707157364e-06,-0.0001223618536724813
19,B_to_A,0.9653648907780378,0.9653188877596766,0.9653996277510861,-4.600301836121812e-05,3.473697304834378e-05,0.06806248047329275,0.06807630705501033,0.0680485450912373,-1.3826581717585329e-05,1.3935382055449419e-05
